epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.305158,1.39276,3.97054,1.13822,0.86549,0.06667,0.04131,0.02614,1.56551,4.97387,1.20805,0,0,0
2,0.721216,1.54104,4.69281,1.34596,0.86555,0.06667,0.04085,0.02615,1.56424,4.98439,1.21058,7.49967e-06,7.49967e-06,7.49967e-06
3,1.06047,1.44535,4.47058,1.23659,0.86608,0.06667,0.03996,0.02554,1.56023,4.96588,1.2127,1.46187e-05,1.46187e-05,1.46187e-05
4,1.36889,1.38175,4.20898,1.13661,0.69079,0.13333,0.03818,0.0245,1.55757,4.92813,1.21327,2.13571e-05,2.13571e-05,2.13571e-05
5,1.68195,1.38883,4.21985,1.23223,0.69105,0.13333,0.03836,0.02483,1.55059,4.92629,1.21237,2.77148e-05,2.77148e-05,2.77148e-05
6,1.98336,1.45396,4.18995,1.22079,0.69128,0.13333,0.03819,0.02474,1.54764,4.91328,1.21301,3.36918e-05,3.36918e-05,3.36918e-05
7,2.30397,1.38346,4.18665,1.15562,0.72039,0.15,0.0727,0.04892,1.4308,4.9411,1.15282,3.92882e-05,3.92882e-05,3.92882e-05
8,2.7232,1.22887,3.63021,1.10362,0.72813,0.15,0.1213,0.08817,1.30615,5.01206,1.09861,4.4504e-05,4.4504e-05,4.4504e-05
9,3.15725,1.13982,3.14986,1.07449,0.31183,0.45013,0.38393,0.26955,1.17242,4.41105,1.04753,4.9339e-05,4.9339e-05,4.9339e-05
10,3.59853,1.02769,2.64292,1.03507,0.41571,0.56346,0.5424,0.37256,1.04184,3.87738,1.00387,5.37935e-05,5.37935e-05,5.37935e-05
11,4.03474,0.94373,2.12296,1.02259,0.61962,0.66672,0.628,0.45142,0.93968,3.47594,0.96846,5.78672e-05,5.78672e-05,5.78672e-05
12,4.46816,0.87738,1.81048,0.97056,0.68835,0.67626,0.67248,0.48095,0.87331,3.14019,0.94668,6.15604e-05,6.15604e-05,6.15604e-05
