epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.33749,1.4752,4.25924,1.23739,0.34253,0.10268,0.0533,0.0378,1.75893,4.47245,1.26477,0,0,0
2,0.809494,1.4682,4.60844,1.30516,0.34215,0.10268,0.05411,0.03808,1.75918,4.50119,1.2633,7.59484e-06,7.59484e-06,7.59484e-06
3,1.20267,1.48113,4.46688,1.24458,0.34337,0.10268,0.05512,0.03847,1.74905,4.5086,1.26399,1.49993e-05,1.49993e-05,1.49993e-05
4,1.55909,1.39168,4.25935,1.20505,0.34555,0.10268,0.0553,0.03767,1.74437,4.51203,1.26462,2.22135e-05,2.22135e-05,2.22135e-05
5,1.90631,1.45231,4.60689,1.27299,0.34341,0.10268,0.05645,0.03814,1.73748,4.52033,1.2613,2.92374e-05,2.92374e-05,2.92374e-05
6,2.24206,1.46724,4.62825,1.2316,0.34163,0.10268,0.05648,0.03816,1.7306,4.5316,1.25155,3.60709e-05,3.60709e-05,3.60709e-05
7,2.57597,1.49201,4.38796,1.25883,0.33728,0.10268,0.05655,0.03817,1.72116,4.54866,1.24799,4.27141e-05,4.27141e-05,4.27141e-05
8,2.91946,1.56073,4.51665,1.27498,0.20666,0.10268,0.05646,0.03794,1.7154,4.552,1.24237,4.9167e-05,4.9167e-05,4.9167e-05
9,3.26525,1.41972,4.31924,1.2219,0.79719,0.08681,0.09239,0.06111,1.56585,4.47318,1.15276,5.54295e-05,5.54295e-05,5.54295e-05
10,3.728,1.27144,3.68165,1.13908,0.1689,0.55625,0.3087,0.22259,1.42568,4.25309,1.1026,6.15017e-05,6.15017e-05,6.15017e-05
11,4.21085,1.20644,3.0163,1.06813,0.35065,0.4875,0.48015,0.36593,1.28524,4.10301,1.04451,6.73836e-05,6.73836e-05,6.73836e-05
12,4.70443,1.07772,2.73762,1.11186,0.7142,0.51194,0.53794,0.41211,1.14104,3.50435,1.01422,7.30752e-05,7.30752e-05,7.30752e-05
13,5.2071,1.00482,1.96263,1.02175,0.70358,0.54171,0.56253,0.41341,1.03855,3.26672,0.98073,7.85764e-05,7.85764e-05,7.85764e-05
14,5.70387,0.93226,1.60084,1.01394,0.75493,0.46945,0.63174,0.47567,0.97747,3.26589,0.97422,8.38873e-05,8.38873e-05,8.38873e-05
15,6.20338,0.93563,1.54328,0.96048,0.65181,0.57733,0.6389,0.49605,0.95158,3.07318,0.97913,8.90079e-05,8.90079e-05,8.90079e-05
16,6.71854,0.89253,1.23122,0.95999,0.60642,0.66667,0.66964,0.50562,0.91596,2.7044,0.96641,9.39382e-05,9.39382e-05,9.39382e-05
17,7.22167,0.83146,1.32834,0.94895,0.58552,0.72529,0.69586,0.53256,0.90165,2.25681,0.96194,9.86781e-05,9.86781e-05,9.86781e-05
18,7.72371,0.85463,1.22103,0.95434,0.58552,0.72529,0.69586,0.53256,0.90165,2.25681,0.96194,0.000103228,0.000103228,0.000103228
19,8.24681,0.88366,1.18579,0.92159,0.86725,0.62733,0.72151,0.54596,0.90234,1.94196,0.97491,0.000107587,0.000107587,0.000107587
20,8.74664,0.84606,1.13769,0.93581,0.86725,0.62733,0.72151,0.54596,0.90234,1.94196,0.97491,0.000111756,0.000111756,0.000111756
21,9.25751,0.87497,1.33974,0.97313,0.87486,0.58686,0.71835,0.53982,0.91081,1.85653,0.97898,0.000115734,0.000115734,0.000115734
22,9.73996,0.77591,1.12516,0.94223,0.87486,0.58686,0.71835,0.53982,0.91081,1.85653,0.97898,0.000119523,0.000119523,0.000119523
23,10.2038,0.80303,1.14416,0.93096,0.86699,0.59378,0.72174,0.54173,0.89007,1.72603,0.97321,0.000123121,0.000123121,0.000123121
24,10.6585,0.75777,0.99689,0.90575,0.86699,0.59378,0.72174,0.54173,0.89007,1.72603,0.97321,0.000126528,0.000126528,0.000126528
25,11.1087,0.82107,0.95212,0.93775,0.83741,0.64007,0.73263,0.54649,0.90046,1.61263,0.96881,0.000129746,0.000129746,0.000129746
26,11.5941,0.82933,1.06846,0.96016,0.83741,0.64007,0.73263,0.54649,0.90046,1.61263,0.96881,0.000132773,0.000132773,0.000132773
27,12.1645,0.78256,0.87932,0.93333,0.83243,0.65608,0.77162,0.57757,0.94165,1.59574,0.96901,0.000135609,0.000135609,0.000135609
28,12.6221,0.76499,0.90813,0.91119,0.83243,0.65608,0.77162,0.57757,0.94165,1.59574,0.96901,0.000138256,0.000138256,0.000138256
29,13.0995,0.78359,0.90245,0.91644,0.84555,0.65109,0.77729,0.56958,0.95785,1.54499,0.9766,0.000140712,0.000140712,0.000140712
30,13.5387,0.76615,0.87954,0.92694,0.84555,0.65109,0.77729,0.56958,0.95785,1.54499,0.9766,0.000142977,0.000142977,0.000142977
31,13.99,0.76287,0.90493,0.9154,0.5479,0.83929,0.84068,0.59562,0.95228,1.46495,0.98165,0.000145053,0.000145053,0.000145053
32,14.4684,0.76345,0.96722,0.92966,0.5479,0.83929,0.84068,0.59562,0.95228,1.46495,0.98165,0.000146938,0.000146938,0.000146938
33,14.9389,0.80515,0.74691,0.88393,0.53394,0.83929,0.78875,0.55106,0.95288,1.48193,0.98935,0.000148632,0.000148632,0.000148632
34,15.3691,0.7506,0.85315,0.9,0.53394,0.83929,0.78875,0.55106,0.95288,1.48193,0.98935,0.000150137,0.000150137,0.000150137
35,15.8113,0.72386,0.77526,0.90465,0.54001,0.83929,0.79571,0.56654,0.94668,1.46031,0.99534,0.000151451,0.000151451,0.000151451
36,16.2438,0.72141,0.95768,0.92588,0.54001,0.83929,0.79571,0.56654,0.94668,1.46031,0.99534,0.000152574,0.000152574,0.000152574
37,16.6806,0.80389,0.82101,0.95482,0.86235,0.67662,0.74323,0.54591,0.93821,1.39944,0.99255,0.000153508,0.000153508,0.000153508
38,17.1204,0.7227,0.76506,0.89491,0.86235,0.67662,0.74323,0.54591,0.93821,1.39944,0.99255,0.000154251,0.000154251,0.000154251
39,17.5619,0.71487,0.81249,0.89614,0.88361,0.6654,0.75094,0.55768,0.90467,1.30702,0.96566,0.000154804,0.000154804,0.000154804
40,17.9795,0.70521,0.77937,0.89411,0.88361,0.6654,0.75094,0.55768,0.90467,1.30702,0.96566,0.000155166,0.000155166,0.000155166
41,18.4224,0.67835,0.7534,0.88425,0.54386,0.84149,0.76224,0.54422,0.89849,1.25597,0.95358,0.000155338,0.000155338,0.000155338
42,18.8709,0.65313,0.62917,0.87731,0.54386,0.84149,0.76224,0.54422,0.89849,1.25597,0.95358,0.00015532,0.00015532,0.00015532
43,19.3054,0.68066,0.72334,0.88259,0.91121,0.64651,0.72319,0.54116,0.89638,1.18423,0.94921,0.000155111,0.000155111,0.000155111
44,19.7289,0.69707,0.70543,0.87113,0.91121,0.64651,0.72319,0.54116,0.89638,1.18423,0.94921,0.000154712,0.000154712,0.000154712
45,20.2485,0.68521,0.70209,0.90483,0.91649,0.6509,0.68883,0.53372,0.89659,1.17024,0.95491,0.000154123,0.000154123,0.000154123
46,20.666,0.68331,0.71468,0.88379,0.91649,0.6509,0.68883,0.53372,0.89659,1.17024,0.95491,0.000153343,0.000153343,0.000153343
47,21.107,0.6646,0.68334,0.86191,0.89929,0.66992,0.69325,0.54274,0.89009,1.13285,0.96589,0.000152374,0.000152374,0.000152374
48,21.5207,0.6488,0.63843,0.86419,0.89929,0.66992,0.69325,0.54274,0.89009,1.13285,0.96589,0.000151213,0.000151213,0.000151213
49,21.9582,0.66151,0.68019,0.88599,0.88692,0.69638,0.72092,0.56546,0.8869,1.07924,0.95335,0.000149863,0.000149863,0.000149863
50,22.381,0.64933,0.6365,0.86289,0.88692,0.69638,0.72092,0.56546,0.8869,1.07924,0.95335,0.000148322,0.000148322,0.000148322
51,22.7972,0.64729,0.60697,0.88768,0.90275,0.7006,0.72178,0.56762,0.86961,1.03986,0.95182,0.000146591,0.000146591,0.000146591
52,23.2237,0.63969,0.67509,0.88281,0.90275,0.7006,0.72178,0.56762,0.86961,1.03986,0.95182,0.000144669,0.000144669,0.000144669
53,23.642,0.66099,0.70661,0.87017,0.90275,0.7006,0.72178,0.56762,0.86961,1.03986,0.95182,0.000142557,0.000142557,0.000142557
54,24.071,0.6606,0.67208,0.88627,0.89847,0.70667,0.72098,0.56836,0.8626,0.96934,0.9513,0.000140255,0.000140255,0.000140255
55,24.489,0.61673,0.59571,0.85598,0.89847,0.70667,0.72098,0.56836,0.8626,0.96934,0.9513,0.000137763,0.000137763,0.000137763
56,24.9107,0.62892,0.63602,0.8649,0.89847,0.70667,0.72098,0.56836,0.8626,0.96934,0.9513,0.00013508,0.00013508,0.00013508
57,25.3408,0.64319,0.58807,0.8691,0.87859,0.70745,0.72178,0.57726,0.85032,0.93585,0.95297,0.000132206,0.000132206,0.000132206
58,25.76,0.66587,0.67488,0.89002,0.87859,0.70745,0.72178,0.57726,0.85032,0.93585,0.95297,0.000129143,0.000129143,0.000129143
59,26.181,0.7124,0.68144,0.90385,0.87859,0.70745,0.72178,0.57726,0.85032,0.93585,0.95297,0.000125889,0.000125889,0.000125889
60,26.6133,0.67395,0.7502,0.93368,0.86886,0.71555,0.7286,0.58349,0.8485,0.93334,0.95446,0.000122445,0.000122445,0.000122445
61,27.0375,0.66263,0.69785,0.93579,0.86886,0.71555,0.7286,0.58349,0.8485,0.93334,0.95446,0.000118811,0.000118811,0.000118811
62,27.4766,0.68576,0.6917,0.92652,0.86886,0.71555,0.7286,0.58349,0.8485,0.93334,0.95446,0.000114986,0.000114986,0.000114986
63,27.9294,0.67365,0.68302,0.89432,0.89204,0.70586,0.72634,0.58407,0.85017,0.93971,0.95783,0.000110971,0.000110971,0.000110971
64,28.3518,0.58972,0.65886,0.86016,0.89204,0.70586,0.72634,0.58407,0.85017,0.93971,0.95783,0.000106765,0.000106765,0.000106765
65,28.8536,0.62916,0.62535,0.86986,0.89204,0.70586,0.72634,0.58407,0.85017,0.93971,0.95783,0.000102369,0.000102369,0.000102369
66,29.2855,0.62174,0.62843,0.91223,0.91218,0.69483,0.73675,0.58516,0.84577,0.92892,0.94933,9.77832e-05,9.77832e-05,9.77832e-05
67,29.7039,0.66031,0.64255,0.89267,0.91218,0.69483,0.73675,0.58516,0.84577,0.92892,0.94933,9.30067e-05,9.30067e-05,9.30067e-05
68,30.1276,0.66119,0.63063,0.88333,0.91218,0.69483,0.73675,0.58516,0.84577,0.92892,0.94933,8.80399e-05,8.80399e-05,8.80399e-05
