epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.8187,1.76897,4.48981,1.42111,0.22665,0.09742,0.09033,0.04765,1.76436,3.89784,1.42823,5e-06,5e-06,5e-06
2,1.58689,1.77252,4.47373,1.46459,0.23354,0.09542,0.08535,0.04489,1.76412,3.90052,1.43012,1.46288e-05,1.46288e-05,1.46288e-05
3,2.34486,1.78803,4.51489,1.39673,0.2345,0.09596,0.08554,0.04532,1.76022,3.89025,1.42565,2.37625e-05,2.37625e-05,2.37625e-05
4,3.20092,1.73786,4.48397,1.36696,0.22979,0.09596,0.08286,0.04401,1.75472,3.88226,1.42402,3.24013e-05,3.24013e-05,3.24013e-05
5,4.00848,1.72191,4.33422,1.37145,0.07636,0.33714,0.14637,0.08565,1.59704,3.24639,1.31916,4.0545e-05,4.0545e-05,4.0545e-05
6,4.95612,1.5628,3.86778,1.25981,0.07541,0.42325,0.1877,0.11478,1.48237,2.90423,1.2594,4.81937e-05,4.81937e-05,4.81937e-05
7,5.92062,1.36831,3.14064,1.17013,0.24531,0.36069,0.23516,0.15678,1.30638,2.59482,1.17623,5.53475e-05,5.53475e-05,5.53475e-05
8,6.90008,1.17966,2.50624,1.12051,0.6071,0.39319,0.35634,0.26493,1.11147,2.6766,1.11125,6.20063e-05,6.20063e-05,6.20063e-05
9,7.87182,1.09732,2.21987,1.07369,0.48414,0.55973,0.42456,0.32503,0.97433,2.34057,1.05291,6.817e-05,6.817e-05,6.817e-05
10,8.88789,1.05896,1.95756,1.06067,0.62941,0.52781,0.54359,0.41699,0.90494,1.91738,1.02232,7.38388e-05,7.38388e-05,7.38388e-05
11,9.87611,1.10407,1.85986,1.03715,0.71239,0.49177,0.65035,0.48568,0.91262,1.7584,1.01667,7.90125e-05,7.90125e-05,7.90125e-05
12,10.8302,0.98269,1.69719,1.02284,0.66843,0.64781,0.7075,0.5305,0.93405,1.59375,1.01435,8.36912e-05,8.36912e-05,8.36912e-05
13,11.7659,0.99017,1.60637,1.02682,0.6776,0.67887,0.72262,0.55647,0.89609,1.3767,0.99418,8.7875e-05,8.7875e-05,8.7875e-05
14,12.6892,0.95248,1.55506,1.0181,0.74085,0.61904,0.68735,0.54477,0.86518,1.23663,0.97849,9.15638e-05,9.15638e-05,9.15638e-05
15,13.552,0.9241,1.42586,0.97376,0.60532,0.74214,0.74518,0.5884,0.84407,1.17856,0.97068,9.47575e-05,9.47575e-05,9.47575e-05
16,14.4299,0.89986,1.2668,0.97774,0.62855,0.86964,0.78222,0.62168,0.83519,1.14621,0.96377,9.74563e-05,9.74563e-05,9.74563e-05
17,15.3034,0.87225,1.21147,0.95654,0.64881,0.90045,0.80281,0.63086,0.85289,1.0384,0.96091,9.966e-05,9.966e-05,9.966e-05
18,16.182,0.85433,1.20619,0.96809,0.90701,0.72024,0.86936,0.69548,0.84543,0.92718,0.95383,0.000101369,0.000101369,0.000101369
19,17.069,0.85613,1.14182,0.97678,0.84785,0.77549,0.88618,0.71534,0.81035,0.88853,0.94604,0.000102582,0.000102582,0.000102582
20,17.9451,0.85329,1.12291,0.95436,0.79966,0.84189,0.89839,0.72236,0.7949,0.87017,0.94722,0.000103301,0.000103301,0.000103301
21,18.8364,0.85831,1.02225,0.95234,0.79116,0.82203,0.89809,0.72575,0.81656,0.91378,0.95582,0.000103525,0.000103525,0.000103525
22,19.6939,0.83549,1.0402,0.96992,0.7894,0.9053,0.89751,0.7293,0.83713,0.85004,0.96223,0.000103254,0.000103254,0.000103254
23,20.5571,0.83068,0.95793,0.95473,0.81767,0.88479,0.91921,0.754,0.78912,0.79643,0.94256,0.000102487,0.000102487,0.000102487
24,21.5202,0.84467,1.04638,0.93439,0.8391,0.85544,0.91031,0.75139,0.77717,0.77546,0.93614,0.000101226,0.000101226,0.000101226
25,22.3671,0.81259,0.86158,0.94711,0.78417,0.90269,0.87939,0.71974,0.78922,0.86054,0.94178,9.947e-05,9.947e-05,9.947e-05
26,23.199,0.82523,0.87263,0.94559,0.73988,0.92761,0.88007,0.72111,0.78973,0.88513,0.94561,9.72187e-05,9.72187e-05,9.72187e-05
27,24.0298,0.83133,0.89924,0.97421,0.71174,0.95431,0.88938,0.72711,0.78227,0.8458,0.94457,9.44725e-05,9.44725e-05,9.44725e-05
