epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.374132,1.50355,4.23495,1.24556,0.34154,0.10268,0.05337,0.03778,1.75603,4.50313,1.2645,7.69e-06,7.69e-06,7.69e-06
2,0.850906,1.50841,4.63526,1.33439,0.34675,0.10268,0.05533,0.03768,1.73983,4.52455,1.26196,2.27845e-05,2.27845e-05,2.27845e-05
3,1.23084,1.50325,4.42478,1.23831,0.33713,0.10268,0.05886,0.03911,1.735,4.55428,1.25534,3.74984e-05,3.74984e-05,3.74984e-05
4,1.60075,1.43041,4.37644,1.24399,0.6687,0.07143,0.06962,0.0406,1.67293,4.65268,1.19853,5.18316e-05,5.18316e-05,5.18316e-05
5,2.12764,1.33589,3.81054,1.19941,0.12865,0.26378,0.17424,0.1098,1.52043,4.37907,1.11892,6.57841e-05,6.57841e-05,6.57841e-05
6,2.64714,1.16741,3.039,1.08839,0.51192,0.48372,0.44574,0.29025,1.35625,3.7236,1.05532,7.9356e-05,7.9356e-05,7.9356e-05
7,3.16227,1.12245,2.52061,1.10576,0.38178,0.48698,0.44094,0.28382,1.35249,3.56243,1.05625,9.25472e-05,9.25472e-05,9.25472e-05
8,3.64634,1.14591,2.49323,1.08379,0.71367,0.47462,0.47278,0.34429,1.11603,3.11325,1.00723,0.000105358,0.000105358,0.000105358
9,4.17204,0.84979,1.84176,0.94375,0.84149,0.45874,0.52584,0.39341,0.99193,3.03691,0.98568,0.000117788,0.000117788,0.000117788
10,4.72031,0.87904,1.67757,0.97263,0.82938,0.57573,0.61921,0.47074,0.94997,2.87578,0.98252,0.000129837,0.000129837,0.000129837
11,5.25107,0.94779,1.48711,0.96249,0.82906,0.56844,0.64662,0.49508,0.9471,2.67254,0.9813,0.000141506,0.000141506,0.000141506
12,5.7355,0.9121,1.53183,1.00555,0.82906,0.56844,0.64662,0.49508,0.9471,2.67254,0.9813,0.000152794,0.000152794,0.000152794
13,6.30385,0.8533,1.21968,0.97022,0.76929,0.69487,0.6824,0.51801,0.93192,2.51185,0.97369,0.000163701,0.000163701,0.000163701
